NUM,EXPECTED,model_epoch_05_gs_36876_beam_width_1,# characters,edit distance
52,今は家族が一致団結して,今は家族が一致団決して,11,1
53,ガトーボヌールのケーキだ,がトUボヌUルのケUキだ,12,4
54,一応人数分買ってあるわよ,一応人数分かってあるわよ,12,1
55,麻生君に会いたくて来たのにね,麻生くんに合いたくてきたのにね,14,4
56,一応声はかけたんっすけどね,一王声はかけ単作けどね,13,5
57,何か感じが変わっちゃった,何か感じが変わっちゃった,12,0
58,今度は捕まんないようにしろよ,今度はつかまんないように白よ,14,4
59,途中まで一緒にいたんだけど,と中まで一緒にいたんだけど,13,1
60,次の日川島で発見されたの,次の日代渡党で発見されたの,12,3
61,あんまり信用してないらしい,アンマリ信用してないらしい,13,4
62,友達来てくれてよかったわね,友だちきてくれてよかったわね,13,3
63,こんなにたくさんもらっちゃった,こんなにたくさんもラッチャッタ,15,6
64,動いてくると思いますけれども,動いてくると思いますけれども,14,0
65,両手を上げて手のひらを上にして,両手を上げててのひらを上にして,15,1
66,デートに行けるとなったら,デUトに行けるとなったら,12,1
67,そんなことないですって,そんなことないですって,11,0
68,今できること頑張るって決めたんだ,今できることがんばるって決めたんだ,16,3
69,原因不明の神経変性疾患,原因不明の新経変成率感,11,4
70,じゃあ結局今日の池内との,じゃあ結局強の移け打ちとの,12,6
71,どうしようかと思ってさ,同使用化と思ってさ,11,6
72,せっかくの誕生日の日に,せっかくの誕生日の日に,11,0
73,さっき病院に電話きてた,昨季病院に電話来てた,11,4
74,メスは餌を探しに出るんだけど,メスはエサを探しに出るんだけど,14,2
75,その間どんなに腹減っても,その間どんなにはら減っても,12,2
76,ずっと卵守って待ってんだよ,ずっと卵まもって待ってんだよ,13,2
77,本当は先輩は来ないかもって思ってた,本当は先輩はこないかもって思ってた,17,1
78,何言ってるか分かんなくなっちゃうんだって,なに行ってるかわかんなくなっちゃうんだって,20,4
79,最後には寝たきりになって,最後には寝たきりになって,12,0
80,その人物は派手なパンクファッションに,その人物ははでなパンクファッションに,18,2
81,身を包んでいたそうですが,身をつつんでいたそうですが,12,2
82,まさにあんな感じでした,まさにあんな感じでした,11,0
83,記憶には自信があるんです,記憶には自信があるんです,12,0
84,先ほどあなたが見たのは,先ほどあなたが見たのは,11,0
85,さっき記憶には自信があると,さっきき奥には自信があると,13,2
86,自信がなくなってきました,自信が亡くなってきました,12,1
87,でも見てみたかったわね,でも見てみたかったわね,11,0
88,いろいろ教えてくださいね,いろいろ教えてくださいね,12,0
89,事務所の経営に貢献してくださいね,事務所の経営に貢献してくださいね,16,0
90,それはいいじゃないですか,それはいいじゃないですか,12,0
91,協力したのは私たちです,協力したのは私たちです,11,0
92,私も協力をお願いされたら,私も協力をお願いされたら,12,0
93,カツラぐらいは被りましたよ,かつらぐらいは公務ましたよ,13,5
94,私もちょっとは協力しました,私もちょっとは協力しました,13,0
95,こういう時はじゃんけんでしょ,こういうときはジャンケンで初,14,9
96,宮田さんじゃんけんに勝てて,宮田さんじゃん件に勝てて,13,2
97,思いっきりのんびりしちゃいましょ,思いっきりのんびりしちゃいましょ,16,0
98,とりあえずお風呂入りましょうね,とりあえずオフロは入りましょうね,15,4
99,恐ろしい殺人事件が起きる事など,おそろしい殺人事件が起きることなど,15,4
100,のんびりしようって言いましたよね,のんびりしようっていいましたよね,16,1
101,プロデューサーの仕事でしょ,プロデュUサUの仕事でしょ,13,2
102,撮り方の工夫で何とかするから,取り方の工夫でなんとかするから,14,3
103,あさすが大女優って感じ,朝すが大女優って感じ,11,2
104,高校の時の友人なんです,高校の時の友人なんです,11,0
105,私たちここに泊まってるの,私たちここに泊ってるの,12,1
106,まだ駆け出しみたいですけど,まだかけ出しみたいですけど,13,1
107,お肌ツルツルになるんですって,おは脱るつるになるんですって,14,5
108,いろいろと苦労したんだね,いろいろと苦労したんだね,12,0
109,私は今回だけなんだけどね,私は今回だけなんだけどね,12,0
110,真理江さんは体調が悪いみたいで,マリエさんは体長が悪いみたいで,15,4
111,何かちょっと怖そうな人ね,何かちょっと怖そうな人ね,12,0
112,ホントはいい人なんだよ,ほんとはいい人なんだよ,11,3
113,朝から監督の姿が見当たらなくて,朝から監督の姿が見当たらなくて,15,0
114,スケジュールも狂っちゃって,スケジュUルもクルっちゃって,13,3
115,私そんなメール出してません,私そんなメUルだしてません,13,2
116,送信記録が残ってますよ,そう新記録が残ってますよ,11,3
117,温泉で殺人事件と遭遇したの,温泉で再人事件と総遇したの,13,2
118,写真だけでわかるわけないだろ,写真だけでわかるわけないだろ,14,0
119,山岡監督と田代睦美の間には,山岡監督と多白む積みの間には,13,5
120,という憶測が飛び交っている,という億束が飛びかっている,13,3
121,マスコミで話題になっている事件だけに,マスコミで話題になっている事件だけに,18,0
122,勝訴すれば事務所の名前が上がりますね,消訴すれば事務所の名前が上がりますね,18,1
123,あなたがそこまで言うんだったら,あなたがそこまでいうんだったら,15,1
124,それは私がよく知っています,それは私がよく知っています,13,0
125,ホテルの最上階にある展望風呂,ホテルの最上階にある展望フロ,14,2
126,郡山まで行く車の中から,氷山まで行く車の中から,11,1
127,先に帰ったお詫びをしておこうと思って,先に帰ったお詫びをしておこうと思って,18,0
128,そこで最上階の展望風呂の事を,そこで再乗会の展望フロのことを,14,7
129,お肌がツルツルになるから,お肌が鶴るるになるから,12,4
130,協力するから何でも言ってね,協力するから何でも言ってね,13,0
131,誰かが勝手に自分の携帯を使って,誰かが勝手に自分の携帯を使って,15,0
132,真犯人が見つからないまでも,新半人が見つからないまでも,13,2
133,では被告人は席に戻ってください,では被告人は責に戻ってください,15,1
134,切迫流産の危険があったそうですが,設迫龍山の危険があったそうですが,16,3
135,数日入院すれば心配ないそうです,数日乳院すれば心配ないそうです,15,1
136,じゃあ裁判はいずれ再開されますね,じゃ朝い版はいずれ再開されますね,16,3
137,それにしても前代未聞ね,それにしても前代未問ね,11,1
138,睦美どうして教えてくれなかったんだろう,むつみどうして教えてくれなかったんだろう,19,3
139,監督が恨まれるなんてないと思う,監督が裏まれるなんてないと思う,15,1
140,厳しいけど思いやりのある人だから,厳しいけど思いやりのある人だから,16,0
141,常連に売ったような気がしますね,常連に行ったような気がしますね,15,1
142,じゃ山岡さんが殺害された時刻に,ジャヤマオカさんが殺害された時刻に,15,6
143,ラウンジであなたと一緒にいたのは,ラウンジであなたと一緒にいたのは,16,0
144,ありがとうございました,ありがとうございました,11,0
145,何か睦美ちゃんに不利になる事を,何かむつみちゃんに振りになることを,15,7
146,告げ口するみたいで話しにくくてね,つげぐちするみたいで話にくくてね,16,4
147,拘置所に戻されたそうよ,高知初に戻されたそうよ,11,3
148,色々訊いて回ったんですけど,いろいろ聞いてまわったんですけど,13,7
149,あの日先に東京に帰ってます,あの日先に東京に帰ってます,13,0
150,香山プロデューサーが証言してます,傘マプロデュUサUが正現してます,16,6
151,インターネットを通じて投稿するんです,インタUネットを通じて投稿するんです,18,1
152,この動画が投稿されたのが,この動画が投稿されたのが,12,0
153,つまり事件翌日の朝です,つまり事件翌日の朝です,11,0
154,やっぱり撮影されたのは,やっぱり撮影されたのは,11,0
155,帽子とマスクの男いたじゃないですか,防子とマスクの男いたじゃないですか,17,1
156,あの正体がわかったんです,あの正体がわかったんです,12,0
157,相手役を務める須藤健一さんから,相手約を務めるすとう直一さんから,15,5
158,抱負を伺いたいと思います,豊富をうかがいたいと思います,12,5
159,ファンの人は立ち入り禁止ですよ,ファンの人は立ち入り金誌ですよ,15,2
160,柔軟性があるって事じゃないですか,柔軟性があるってことじゃないですか,16,2
161,車まで乗せていただいて,車までのせていただいて,11,1
162,それはアリバイでも何でもないぞ,それはあり倍でも何でもないぞ,15,4
163,せっかく優しくしてあげたのに,せっかくやさしくしてあげたのに,14,2
164,先生この部屋何か暑くないですか,先生この部屋何か熱くないですか,15,1
165,リモコンどこいっちゃったんだろう,リモコンドコイっちゃったんだろう,16,3
166,ずっと聞かせてもらったってわけだ,ずっと聞かせてもらったってわけだ,16,0
167,お手柄と言いたいところだがな,お手がらといいたいところだがな,14,3
168,これが山村ヨウコの細胞,これが山村容子の裁望,11,5
169,あれならとっくに解析処理を終えた,あれならトックに解析処理を終えた,16,3
170,俺のほうでも調べてみたいんだ,オレの方でも調べてみたいんだ,14,4
171,訓練を受けた張本人ですら,訓練を受けたちょう本人ですら,12,3
172,耐え切れる者はいません,声切れるものはいません,11,4
173,一緒にご飯食べるところなの,一緒にごはん食べるところなの,13,2
174,こんな訪ね方しか出来なくて,こんな尋ね方しかできなくて,13,3
175,あるヤツの名前と住所を,あるやつの名前と住所を,11,2
176,そしたら本当にそいつが死んで,そしたら本当においつが心で,14,3
177,やつらにやられっぱなしだ,やつらにやられっぱなしだ,12,0
178,いま少し休ませてるんです,います子し休ませてるんです,12,2
179,再開されることへの恐怖を抱きます,再開されることへの脅負を抱きます,16,2
180,間もなく彼女は落ちます,まもなく彼女は落ちます,11,1
181,しっかり覚えてほしんだけど,しっかり覚えてほしんだけど,13,0
182,父親のことをあいつに知らせるな,父親のことをあいつに知らせるな,15,0
183,全然落ちねーじゃないか,全然落んネUジャないか,11,5
184,予想以上に粘っています,予想以上に粘っています,11,0
185,だったらもっとレベルを上げろ,だったらもっとレベルを上げろ,14,0
186,死んでしまったら二度と手がかり,新でしまったらにどと手がかり,15,4
187,関わらせることは本当に避けたいんだが,かかわらせることは本当に避けたいんだが,18,2
188,あいつらを捕まえるチャンスなんだろ,あいつらを使まえるチャンスなんだろ,17,1
189,テロリスト確保の際に何かあった時は,テロリスト角保の際に何かあったときは,17,3
190,国を守ることが最優先だ,国を守ることが採由先だ,11,2
191,でもちょっと元気出てきました,でもちょっと元気出てきました,14,0
192,その人に会わせてあげる,その人に合わせてあげる,11,1
193,そんなもんさっきの青い車を,そんな文作期の青いくるまを,13,8
194,捕まえてみればわかるんだよ,つか前手見ればわかるんだよ,13,5
195,もう少しで大切な証人を,もう少しで大切な賞任を,11,2
196,少々強引なところがありまして,少々合員なところがありまして,14,2
197,何かいじってないと落ち着かなくて,何会実手ないと落ちつかなくて,16,6
198,自動車販売会社に勤める,自動車販売会社につとめる,11,2
199,現場に争った形跡がなかったことから,現場にあらそった形跡がなかったことから,17,3
200,ずいぶん辺鄙なところだな,ずいぶん返秘なところだな,12,2
201,ウイルスを隠しているんだから,ウイルスを各しているんだから,14,1
202,仲間を引き連れて戻ってくるかもよ,仲間を引き連れて戻ってくるかもよ,16,0
203,下手な心理戦仕掛けやがって,ヘタな新理線しかけやがって,13,6
204,俺たちに何も出来なくさせる,オレたちに何もできなくさせる,13,4
205,今のところ見当たらない,今のところ見当たらない,11,0
206,そんなもんさっきの青い車,そんな文作機のおおいくるま,12,10
207,俺も早く気づくべきだった,オレも早く気付けきだった,12,5
208,あんたが犯人だってわかるようになっています,アンタが犯人だってわかるようになっています,21,3
209,言い訳は本部でゆっくりしろ,いいわけは本部でゆっくり白,13,5
210,あなたは私たちが言うことを,あなたは私たちがいうことを,13,1
211,ヒーローが犯人の背中に,ヒUロUが反人の背中に,11,3
212,これからは嘘だって思いなさい,これからは嘘だって思いなさい,14,0
213,それじゃあ最後にもうひとつ頼む,それじゃ朝日後にもう一つの無,15,6
214,上空から現場の画定はできません,乗空から現場の確定はできません,15,2
215,その後の状況報告お願いします,その後の状況報告お願いします,14,0
216,お互い頑張って生きていきましょうね,お互い願ばっていきていきましょうね,17,3
217,報告が送れてすみません,報告が遅れてすみません,11,1
218,銃を奪われ撃たれました,重を奪われて足まました,11,4
219,自分の正体がバレたのか,自分の商待がバレたのか,11,2
220,このままの流れで決行だ,このままの流れで結構だ,11,2
221,高木君家にいなかったんだけど,高木君家にいなかったんだけど,14,0
222,こちらの方とも確認してみます,こちらの方とも確認してみます,14,0
223,遥ちゃん今病院なんですけど,春かちゃんこん病院なんですけど,13,4
224,お兄さんのことすごく心配していて,おにいさんのことすごく心配していて,16,2
225,あちこちに大きいホースが,あちこちに大きいホUスが,12,1
226,今すぐ空調を全部止めて,今すぐ空長を全部止めて,11,1
227,感染したと決まったわけじゃないだろう,感染したと決まったわけじゃないだろう,18,0
228,対テロを専門としている組織だ,タイテロを専門としている組織だ,14,2
229,研究室に戻る気はありません,研究室に戻る気はありません,13,0
230,やっぱり食われたのは宝生,やっぱりくわれたのは放証,12,3
231,我々へのウィルステロは失敗だ,われわれへのウィルステロは失敗だ,14,4
232,全員殺すつもりだったの,全員コロスつもりだったの,11,3
233,すぐに出動の要請をする,すぐに出動の要請をする,11,0
234,当たれば高圧電流が流れて,あたれば高圧電流が流れて,12,1
235,どうしたらこの国を救えるのか,どうしたらこの国を救えるのか,14,0
236,俺にはただずっと側にいてほしい,オレにはただずっと側にいてほしい,15,2
237,これを届けにきてくれたの,これを届けに来てくれたの,12,1
238,あなたに会いたいって言ってるのよ,あなたに合いたいって言ってるのよ,16,1
239,でもこれで追跡は不可能よ,でもこれで追加機は不可能よ,12,2
240,相変わらず気持ちいいほど自分本位,相変わらず気持ちいいほど自分本位,16,0
241,科学捜査などの専門的捜査で,加学捜査などの専門的操作で,13,3
242,凶悪犯罪に対応していくチムです,教圧犯罪に対応していくちむです,15,4
243,あの女と同期だそうです,あの女と同期だそうです,11,0
244,それに新しい部署の失敗は,それに新しい部所の失敗は,12,1
245,どこの部署からもいらない精鋭たちが,どこの部所からもいらない性映達が,17,5
246,容疑者じゃありませんよ,容疑者じゃありませんよ,11,0
247,暴力事件を起こしてましてね,暴力時件を起こしてましてね,13,1
248,どうぞよろしくお願いします,どうぞよろしくお願いします,13,0
249,こんな部署やることないでしょ,こんな部所やることないでしょ,14,1
250,身元不明の焼死体が発見された,身元不明の承し体が発見された,14,2
251,上半身が丸焦げだったようです,上阪神が丸子下だったようです,14,4
252,あと片腕が折れていたとか,あとかた腕がおれていたとか,12,3
253,わたし刑事じゃないですから,私形辞じゃないですから,13,5
254,警察といえどもね異動はあるの,警察といえども現動はあるの,14,2
255,わたし人間に興味ないんで,私人現に興味ないんで,12,4
256,片桐さんにはお似合いですね,型切りさんにはおにアイデスね,13,8
257,相当手広くやっていたようで,相当テビロクやっていたようで,13,4
258,炭化した内臓が粉砕してた,単化した内蔵が踏ん最してた,12,5
259,着任早で張り切ってんのは分かるが,着任はやではりきってんのはわかるが,16,5
260,鉄塔に登らせた可能性が,鉄頭に上らせた可能性が,11,2
261,じゃあこの着信履歴調べれば,じゃあこの着信理歴調べれば,13,1
262,それからついでに現場で,それからついでに現場で,11,0
263,それにそんな薬品なんて,それにそんな役品なんて,11,1
264,近どこかと合併するとか,金度こかと合併するとか,11,2
265,業界大手のグロリアス薬品と,業界大手のグロリアス約ヒント,13,4
266,またテレビで報道されると思います,またテレビで報道されると思います,16,0
267,焼死ならそうはいかないわ,少しならそうはいかないわ,12,2
268,わたしがこの目で確認してる,私がこの目で確認してる,13,3
269,指示を受けていたことが分かってる,支持を受けていたことがわかってる,16,3
270,摩擦で爆発するようになっていた,まさつで爆発するようになっていた,15,3
271,つまり一度着たら脱ぐことのできない,つまり一度きたらぬぐことのできない,17,2
272,一番いやなことさせたわけか,一番癒なことさせたわけか,13,2
273,あまり評判のよくない銀行です,あまり評判のよくない銀行です,14,0
274,次の犯行もすぐに起こるわ,次の半行もすぐに起こるわ,12,1
275,改造したスタンガンが見つかった,改造したスタンガンが見つかった,15,0
276,セットされてる可能性が極めて高い,セットされてる可能性が極めて高い,16,0
277,そういうことだ遊んでる暇はない,そういうことダアソンデルひまはない,15,8
278,やはり爆弾はセットされてるな,やはり爆弾はセットされてるな,14,0
279,時間なんて気にする必要ない,時間なんて気にする必要ない,13,0
280,かなり精密にやらないと,かなり成密にやらないと,11,1
281,ほんのわずか多めにする,本のわずかおおめにする,11,4
282,それも何度かやってみないと分からない,それもなんどかやってみないとわからない,18,4
283,戸倉さんにお聞きしました,と暮らさんにお聞きしました,12,3
284,何から何まで教えていただきました,何から何まで教えて頂きました,16,3
285,嘘は絶対に言ってはならない,う素は絶対に行ってはならない,13,3
286,今爆弾処理班が向かっています,今箱団処理反が向かっています,14,3
287,もう少し待てばよかったんだよ,もう少しまてばよかったんだよ,14,1
288,言わせるために作ったんだって,いわせるために作ったんだって,14,1
289,それはわたしが優秀だからです,それは私が優秀だからです,14,3
290,ここは誰も教えてくれないからな,ここは誰も教えてくれないからな,15,0
291,あののっぽと付き合ってる男,あののっぽと付き合ってる男,13,0
292,現実的にはそうかもしれない,現実的にはそうかもしれない,13,0
293,でも撃てなきゃ刑事じゃない,でもうてなきゃ憩事じない,13,3
294,お前のこと色々噂になってるぞ,お前のこといろいろ噂になってるぞ,14,4
295,さっき台東区で女子大生が,作期帯答くで女子大生が,12,6
296,共に地取り鑑取りを行っていますが,とも日取り換取を行っていますが,16,5
297,問題はこのインターネットの掲示板,問題はこのインタUネットの掲示版,16,2
298,また一人処刑してやった,また一人書形してやった,11,2
299,一人目の処刑者よしおかひとみ,一人目の初刑者よしおか人み,14,3
300,殺人犯を英雄視してるんだ,札人犯を英優視してるんだ,12,2
301,書き込みの情報によると,書き込みの情報によると,11,0
302,巨大なダガーナイフを持ち,巨大なダガUナイフを持ち,12,1
303,そのマークを現場にも残す,そのマUクを現場にも残す,12,1
304,総合するとこんな感じです,総合するとこんな感じです,12,0
305,インターネットのデマじゃない,インタUネットのでまじゃない,14,3
306,共に頑張ろうぜおっさん,ともにがんばろうぜおっさん,11,5
307,ちょっと調べてほしいことがあるんです,ちょっと調べてほしいことがあるんです,18,0
308,大事件に発展するかもしれないんです,大事件に発展するかもしれないんです,17,0
309,吉岡さんはお酒を飲んだ,よしおかさんはお酒を飲んだ,11,4
310,ベッドの脇に落ちたことによる,ベッドの脇に落ちたことによる,14,0
311,現場にばってんマークとか,現場にバッテンマUクとか,12,5
312,そんなやつおるわけないやろ,そんなやつ夫分けないやろ,13,3
313,全てフリースペースに置いてある,すべてフリUスペUスに置いてある,15,4
314,それぞれの所轄に連絡させて,それぞれの初活に連絡させて,13,2
315,同じ人間が書き込みしてるようです,同じ人間が書き込みしてるようです,16,0
316,このインターネットに参加している全員が,このインタUネットに参加している全員が,19,1
317,でも彼女は服の上からだった,でも彼女は服の上からだった,13,0
318,神なんて祭り上げられて,上なんてまつり上げられて,11,3
319,ぺらぺらしゃべっていたそうだな,ペラペラシャベッっていたそうだな,15,8
320,その口の軽さで逮捕できたよ,その口のカルサで逮捕できたよ,13,3
321,逮捕されたのは都内に住む,逮捕されたのは都内に住む,12,0
322,捕まった奴は神なんかじゃない,つかまったやつはかみ難価じゃない,14,8
323,親御さんからは頑張れば,親語さんからは頑張れば,11,1
324,傷つくこともないんだもんね,傷つくこともないんだもんね,13,0
325,だから何が言いたいんだって,だから何がいいたいんだって,13,1
326,塀の向こうに落ちた神様,平の向こうに落ちたかみ様,11,3
327,インターネットは祭りよ,インタUネットはまつりよ,11,3
328,まだ連絡の取れなかった,まだ連絡の取れなかった,11,0
329,気力があればなおさら危険ですね,キキュキがあればなおさら危険ですね,15,4
330,インターネットの書き込みの,インタUネットの書き込みの,13,1
331,本当の怪物を生んでしまった,本当の回物を運んでしまった,13,2
332,面白がった誰かが名前を書き込む,面白がった誰かが名前を書き込む,15,0
333,その期待に応えようとするはず,その期待に答えようとするはず,14,1
334,一刻も早く逮捕しなければ,一国も早く逮捕しなければ,12,1
335,それぞれ保管室に行って,それぞれほか週日に言って,11,5
336,拳銃を携行していくように,県銃を傾向していくように,12,3
337,もうちょっといい写真使いなさい,もうちょっといい写真使いなさい,15,0
338,護衛捜査員はこれから選出する,ご映送裁院はこれから選出する,14,5
339,一刻も早く発表したいらしいから,一国もは約発表したいらしいから,15,3
340,あっけない最期でしたね,悪けない最後でしたね,11,3
341,この犯人だけがインターネット上の神を,この犯人だけがインタUネット上の紙を,18,2
342,つまりとっくに死んでる遺体に,つまりトックにシンデルいたいに,14,10
343,今は中がジッパーになってる,今はなかが次っぱUになってる,13,6
344,インターネットのオークションで買った,インタUネットのオUクションで勝った,18,3
345,近くのホームレスの男性,近くのホUムレスの男性,11,1
346,また飲み会してくださいね,またの未解してくださいね,12,3
347,早う家帰って風呂入って,は用言え帰ってフロは言って,11,8
348,でも浩のおかげで助かった,でも広しのおかげでタスかった,12,4
349,今度は朝まで付き合ってよ,今度は麻まで付き合ってよ,12,1
350,きっと人間と見てないよ,きっと人間とみてないよ,11,1
351,大変申し訳ありませんでした,大変申し訳ありませんでした,13,0
352,同じ雑誌の読者モデルが,同じ雑誌の読者モデルが,11,0
353,まだ犯人の手掛かりはつかめていない,まだ反人の手がかりはつかめていない,17,2
354,少し離れて歩きますから,少し離れて歩きますから,11,0
355,今日はありがとうございました,今日はありがとうございました,14,0
356,ぜひまた次回も呼んでください,ぜひまた次回も読んでください,14,1
357,ただこういったケースの場合,ただこういったケUスの場合,13,1
358,ゆっくり落ち着いてからの方が,ゆっくり落ち着いてからのほうが,14,2
359,ブランドの新作発表会の帰り道,ブランドの新作発表会の帰り道,14,0
360,あまりしゃべりたがらない,あまりシャベリタガラない,12,7
361,話をしたくない人もいるの,話をしたくない人もいるの,12,0
362,被害者は深く傷ついてる,被害者は不客費続いてる,11,4
363,わたし樋口さんに嫌われたみたいです,私ひ口さんに嫌われたみたいです,17,4
364,読者モデルとはいっても,読者モデルと入っても,11,2
365,直接入っていたそうです,直接は言っていたそうです,11,2
366,覚せい剤で逮捕歴もある,各製在で逮捕歴もある,11,4
367,定時だから帰っていいわ,定時だから帰っていいわ,11,0
368,刑務所から出したはがきや封筒には,経務所から出したはがきや封筒には,16,1
369,事件の概要が見えてきました,事件の概要が見えてきました,13,0
370,これ樋口さんからもらったんだ,これ日口さんからもらったんだ,14,1
371,もっと色々もらってこよう,もっといろいろもらって雇用,12,7
372,たぶんどこかで手足を縛られ,タブンどこかで手足をしばられ,13,5
373,これは傷つけても構わないという,これは傷つけてもかまわないという,15,2
374,ナイフを押し付けられていた,内風を押しつけられていた,13,4
375,平手で殴られてるから傷も浅い,平手でなぐられてるから傷も朝い,14,3
376,三上とは同じ中学の先輩後輩で,みかみとは同じ中学の先輩後敗で,14,4
377,三上の働いてるバーに呼びつけられて,みかみの働いてるバUに呼び付けられて,17,5
378,少し話が聞きたいんですが,少し話が聞きたいんですが,12,0
379,まあちょっとそこでお茶でも飲みながら,まあちょっとそこでお茶でも飲みながら,18,0
380,コップに付いた唾液から,コップについただ液から,11,2
381,変なことしゃべってんだったら,変なことしゃ別点だったら,14,4
382,犯人とみて間違いないな,犯人とみて間違いないな,11,0
383,プリンターで出力した文字です,プリンタUで出力した文字です,14,1
384,プリンターのメーカーが同じだと,プリンタUのメUカUが同じだと,15,3
385,字体では区別がつかない,自体では区別がつかない,11,1
386,ゆかりさんの家族構成から出身地,床りさんの家族構成から出身地,15,2
387,病院で会話したこと全部書いてあるんだ,病院で会わわしたこと前部開いてあるんだ,18,4
388,同じ銀行に口座作っちゃおう,同じ銀行に口雑クッチャオウ,13,7
389,犯人の声とにおいを確認してもらう,犯人の声とにおいを確認してもらう,16,0
390,襲われたらどないするつもりじゃ,そわわれたらどないするつもりじゃ,15,2
391,だったら樋口さんに頼むわ,だったらひ口さんに頼むわ,12,1
392,女の敵は許したくないんです,女の適は許したくないんです,13,1
393,金田は毎日決まった時間に,カネダは毎日決まった時間に,12,3
394,警視庁の片桐と申しますが,警視庁の語切りと申しますが,12,3
395,だから全員やってやろうと思って,だから全員やってやろうと思って,15,0
396,家宅捜索の令状も取りました,カタク操作の冷常も取りました,13,7
397,必ず証拠は出てくるはずです,必ず証拠は出てくるはずです,13,0
398,あなたはモデル仲間の佐藤さん,あなたはモデル仲間の佐藤さん,14,0
399,そこでバーで知り合った三上に,そこでバUでシリあった参浄に,14,6
400,一方的にあなたに愛情を向けていた,一方的にあなたに愛情を向けていた,16,0
401,後ろから危険が訪れるとは,後ろから危険が訪れるとは,12,0
402,あなたはため息をついた,あなたはため息をついた,11,0
403,相手が目の前にいるうちは,相手が目の前にいるうちは,12,0
404,なかなか証拠が挙がらなかった,なかなか証拠が上がらなかった,14,1
405,金田を監視するためにね,カネダを鑑始するためにね,11,5
406,何にも見つからなかった,何にも見つからなかった,11,0
